iter	Passed	Remaining
202	31820	124929
203	32033	124994
204	32224	124967
205	32411	124923
206	32614	124942
207	32805	124912
208	32981	124824
209	33149	124704
210	33323	124606
211	33481	124450
212	33627	124248
213	33771	124039
214	33912	123819
215	34059	123622
216	34211	123444
217	34360	123256
218	34533	123154
219	34703	123039
220	34916	123076
221	35109	123039
222	35297	122987
223	35479	122911
224	35647	122787
225	35815	122658
226	35997	122581
227	36182	122512
228	36354	122399
229	36520	122264
230	36696	122163
231	36870	122055
232	37017	121854
233	37186	121728
234	37363	121630
235	37539	121525
236	37695	121355
237	37853	121193
238	37992	120970
239	38143	120788
240	38287	120583
241	38425	120357
242	38562	120131
243	38698	119901
244	38838	119687
245	38978	119471
246	39113	119240
247	39256	119034
248	39399	118831
249	39537	118612
250	39668	118373
251	39823	118206
252	39970	118014
253	40126	117852
254	40274	117663
255	40439	117527
256	40587	117340
257	40731	117142
258	40876	116948
259	41011	116723
260	41145	116498
261	41301	116336
262	41435	116112
263	41578	115915
264	41712	115692
265	41856	115499
266	41999	115303
267	42154	115137
268	42333	115040
269	42505	114923
270	42672	114790
271	42859	114713
272	43000	114511
273	43136	114297
274	43283	114111
275	43421	113901
276	43563	113706
277	43712	113526
278	43852	113324
279	43993	113126
280	44146	112959
281	44296	112784
282	44449	112615
283	44586	112408
284	44729	112216
285	44880	112044
286	45017	111836
287	45160	111646
288	45308	111467
289	45458	111296
290	45593	111084
291	45736	110895
292	45885	110719
293	46016	110501
294	46158	110310
295	46305	110133
296	46452	109953
297	46594	109763
298	46728	109554
299	46874	109374
300	47015	109181
301	47161	109001
302	47298	108802
303	47454	108646
304	47589	108442
305	47728	108246
306	47881	108085
307	48017	107884
308	48154	107685
309	48298	107504
310	48443	107322
311	48591	107150
312	48763	107031
313	48913	106861
314	49043	106649
315	49180	106453
316	49334	106293
317	49475	106107
318	49613	105914
319	49745	105708
320	49891	105533
321	50038	105359
322	50179	105175
323	50325	105000
324	50475	104833
325	50616	104649
326	50745	104439
327	50895	104273
328	51029	104075
329	51172	103895
330	51312	103710
331	51448	103516
332	51582	103320
333	51722	103135
334	51870	102966
335	52003	102768
336	52153	102605
337	52295	102424
338	52437	102245
339	52575	102058
340	52720	101884
341	52871	101724
342	53008	101535
343	53154	101364
344	53300	101193
345	53457	101044
346	53595	100858
347	53735	100676
348	53883	100511
349	54022	100326
350	54159	100141
351	54312	99985
352	54462	99822
353	54591	99622
354	54725	99431
355	54881	99279
356	55014	99086
357	55165	98928
358	55309	98755
359	55450	98578
360	55598	98414
361	55733	98226
362	55880	98061
363	56023	97886
364	56224	97815
365	56379	97662
366	56546	97530
367	56692	97363
368	56855	97225
369	57017	97083
370	57185	96953
371	57357	96830
372	57521	96691
373	57685	96553
374	57868	96446
375	58015	96281
376	58154	96102
377	58302	95937
378	58432	95743
379	58576	95571
380	58739	95432
381	58871	95242
382	59010	95063
383	59139	94869
384	59278	94691
385	59432	94538
386	59573	94363
387	59701	94168
388	59838	93987
389	59986	93824
390	60130	93655
391	60275	93488
392	60432	93339
393	60572	93165
394	60713	92992
395	60849	92810
396	61002	92655
397	61146	92487
398	61288	92316
399	61441	92162
400	61588	91998
401	61712	91801
402	61855	91631
403	61998	91462
404	62121	91264
405	62258	91088
406	62416	90940
407	62569	90786
408	62712	90618
409	62847	90438
410	63003	90290
411	63141	90114
412	63286	89949
413	63438	89794
414	63582	89628
415	63723	89458
416	63857	89278
417	64001	89111
418	64132	88928
419	64306	88804
420	64462	88655
421	64609	88494
422	64753	88327
423	64895	88159
424	65058	88019
425	65215	87872
426	65369	87720
427	65526	87572
428	65694	87438
429	65859	87302
430	66061	87213
431	66220	87067
432	66382	86925
433	66542	86780
434	66691	86622
435	66858	86486
436	67021	86345
437	67189	86211
438	67357	86076
439	67513	85926
440	67680	85789
441	67825	85625
442	67994	85492
443	68149	85340
444	68309	85195
445	68470	85050
446	68657	84939
447	68813	84787
448	68991	84663
449	69164	84534
450	69324	84388
451	69491	84251
452	69657	84111
453	69808	83955
454	69979	83821
455	70140	83676
456	70314	83546
457	70474	83399
458	70640	83260
459	70806	83120
460	70983	82993
461	71156	82861
462	71322	82721
463	71481	82573
464	71648	82434
465	71804	82282
466	71979	82152
467	72122	81985
468	72286	81842
469	72465	81716
470	72623	81566
471	72792	81429
472	72953	81282
473	73100	81120
474	73245	80956
475	73385	80786
476	73546	80638
477	73699	80483
478	73852	80328
479	73998	80165
480	74161	80020
481	74339	79891
482	74508	79753
483	74672	79610
484	74829	79458
485	75002	79323
486	75139	79151
487	75299	79002
488	75462	78857
489	75624	78711
490	75772	78549
491	75922	78391
492	76059	78219
493	76200	78051
494	76350	77893
495	76500	77734
496	76648	77573
497	76803	77420
498	76961	77269
499	77093	77093
500	77241	76932
501	77385	76768
502	77523	76598
503	77656	76424
504	77794	76253
505	77942	76094
506	78088	75931
507	78242	75777
508	78385	75613
509	78520	75441
510	78645	75259
511	78791	75098
512	78952	74950
513	79100	74791
514	79246	74629
515	79396	74472
516	79541	74310
517	79679	74142
518	79819	73975
519	79967	73816
520	80103	73646
521	80256	73491
522	80406	73334
523	80547	73169
524	80725	73037
525	80882	72886
526	81025	72722
527	81159	72551
528	81306	72392
529	81451	72231
530	81595	72068
531	81731	71899
532	81889	71749
533	82013	71570
534	82149	71401
535	82296	71242
536	82448	71086
537	82583	70917
538	82718	70748
539	82877	70599
540	83027	70443
541	83175	70284
542	83323	70126
543	83487	69982
544	83640	69827
545	83778	69661
546	83938	69514
547	84080	69350
548	84217	69184
549	84366	69027
550	84513	68868
551	84655	68705
552	84795	68542
553	84952	68391
554	85117	68247
